"global_id";"ObjectName";"NameWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"2721762208";"Парк «50-летия Октября»";"Детская игровая площадка №3";"Западный административный округ";"район Проспект Вернадского";"улица Удальцова, дом 22, корпус 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.505297092, 55.686440665], type=Point}";"";
"2721762215";"Парк «50-летия Октября»";"Детская игровая площадка №4";"Западный административный округ";"район Проспект Вернадского";"улица Удальцова, дом 22, корпус 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.504938465, 55.684846946], type=Point}";"";
"2721762276";"Усадьба «Алтуфьево»";"Площадка детская игровая в парке №1";"Северо-Восточный административный округ";"район Лианозово";"Алтуфьевское шоссе, дом 147А";"parklianozovskiy@culture.mos.ru";"liapark.ru";"(499) 908-35-00";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.581719044, 55.906212243], type=Point}";"";
"2721762290";"Усадьба «Алтуфьево»";"Площадка детская игровая в парке №2";"Северо-Восточный административный округ";"район Лианозово";"Алтуфьевское шоссе, дом 147А";"parklianozovskiy@culture.mos.ru";"liapark.ru";"(499) 908-35-00";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.58447279, 55.908774394], type=Point}";"";
"2721762349";"Парк «Ангарские пруды»";"Площадка детская игровая в парке №6";"Северный административный округ";"Дмитровский район";"Ангарская улица, дом 53, корпус 1";"parklianozovskiy@culture.mos.ru";"liapark.ru/park-angarskie-prudy";"(499) 908-35-00";"";"nested data";"";"нет";"";"да";"заточка коньков";"да";"да";"да";"да";"нет";"да";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.530899361, 55.878707027], type=Point}";"";
"2721762443";"Парк «Северное Тушино»";"Площадка детская игровая в парке №1";"Северо-Западный административный округ";"район Северное Тушино";"улица Свободы, дом 52";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.453249743, 55.85398381], type=Point}";"";
"2721762454";"Парк «Северное Тушино»";"Площадка детская игровая в парке №2";"Северо-Западный административный округ";"район Северное Тушино";"улица Свободы, дом 52";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.45376873, 55.854669487], type=Point}";"";
"2721762463";"Парк «Северное Тушино»";"Площадка детская игровая в парке №2, «Залив Захарково»";"Северо-Западный административный округ";"район Северное Тушино";"улица Свободы, дом 52";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.454007062, 55.852384217], type=Point}";"";
"2721762552";"Парк «Северное Тушино»";"Площадка детская игровая в парке №8, «Площадка игровая (канатная конструкция) возле часовни»";"Северо-Западный административный округ";"район Северное Тушино";"улица Свободы, дом 52";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.449710956, 55.867255661], type=Point}";"";
"2721762577";"Парк «Дубовая роща» по Прудовому пр-ду";"Площадка детская игровая в парке";"Северо-Восточный административный округ";"Останкинский район";"улица Академика Королёва, дом 19А";"OstSpr@mos.ru";"ostankino.mos.ru";"(495) 615-67-68";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.607913661, 55.819616683], type=Point}";"";
"2721762611";"Ландшафтный парк «Митино»";"Площадка детская игровая в парке №1";"Северо-Западный административный округ";"район Митино";"улица Барышиха, дом 8";"info@bapark.ru";"bapark.ru";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.358374168, 55.831817148], type=Point}";"";
"2721762681";"Сквер по Олонецкому проезду";"Площадка детская игровая в парке №11";"Северо-Восточный административный округ";"Бабушкинский район";"Олонецкий проезд, дом 20";"info@bapark.ru";"bapark.ru";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.662687319, 55.877729117], type=Point}";"";
"2721762684";"Сквер по Олонецкому проезду";"Площадка детская игровая в парке №1";"Северо-Восточный административный округ";"район Южное Медведково";"Олонецкий проезд, дом 20";"info@bapark.ru";"bapark.ru";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.654726021, 55.874489633], type=Point}";"";
"2721762694";"Сквер по Олонецкому проезду";"Площадка детская игровая в парке №12";"Северо-Восточный административный округ";"Бабушкинский район";"Олонецкий проезд, дом 20";"info@bapark.ru";"bapark.ru";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.662687319, 55.877729117], type=Point}";"";
"2721762707";"Сквер по Олонецкому проезду";"Площадка детская игровая в парке №13";"Северо-Восточный административный округ";"Бабушкинский район";"Олонецкий проезд, дом 20";"info@bapark.ru";"bapark.ru";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.662687319, 55.877729117], type=Point}";"";
"2721762751";"Парк культуры и отдыха «Кузьминки»";"Площадка детская игровая в парке №2";"Юго-Восточный административный округ";"район Кузьминки";"Кузьминский парк, дом 1, строение 2";"parkkuzminki@culture.mos.ru";"www.park-kuzminki.ru";"(495) 175-33-69";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.770284789, 55.695815934], type=Point}";"";
"2721762762";"Парк культуры и отдыха «Кузьминки»";"Площадка детская игровая в парке №2, «Площадка детская игровая в парке»";"Юго-Восточный административный округ";"район Кузьминки";"Кузьминский парк, дом 1, строение 2";"parkkuzminki@culture.mos.ru";"www.park-kuzminki.ru";"(495) 175-33-69";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.772207933, 55.691894899], type=Point}";"";
"2721762828";"Лесопарк «Кусково»";"Детская игровая площадка «Болото водяного»";"Восточный административный округ";"район Вешняки";"улица Юности, дом 2, строение 1";"usadbakuskovo@culture.mos.ru";"kuskovo.ru";"(495) 370-01-50";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.798525038, 55.733088596], type=Point}";"";
"2721762874";"Природно-исторический парк «Измайлово»";"Детская игровая площадка №1";"Восточный административный округ";"район Восточное Измайлово";"Измайловский проспект, дом 54";"parkizmailovskiy@culture.mos.ru";"www.izmailovsky-park.ru";"(499) 530-16-62";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.830482672, 55.796696933], type=Point}";"";
"2721762889";"Природно-исторический парк «Измайлово»";"Детская игровая площадка №4";"Восточный административный округ";"район Ивановское";"Измайловский проспект, дом 54";"parkizmailovskiy@culture.mos.ru";"www.izmailovsky-park.ru";"(499) 530-16-62";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.81995232, 55.762963856], type=Point}";"";
"2721762899";"Природно-исторический парк «Измайлово»";"Детская игровая площадка №6";"Восточный административный округ";"район Ивановское";"Измайловский проспект, дом 54";"parkizmailovskiy@culture.mos.ru";"www.izmailovsky-park.ru";"(499) 530-16-62";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.810012053, 55.762707316], type=Point}";"";
"2721762903";"Парк культуры и отдыха «Сокольники»";"Площадка детская игровая в парке №8";"Восточный административный округ";"район Сокольники";"улица Сокольнический Вал, дом 1, строение 1";"spravka.sokolniki@culture.mos.ru";"parksokolniki.mos.ru";"(499) 268-54-30";"";"nested data";"";"нет";"";"да";"Парк культуры и отдыха Сокольники бесплатно";"да";"да";"да";"да";"да";"нет";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.686151353, 55.80101719], type=Point}";"";
"2721762904";"Природно-исторический парк «Измайлово»";"Детская игровая площадка №7";"Восточный административный округ";"район Ивановское";"Измайловский проспект, дом 54";"parkizmailovskiy@culture.mos.ru";"www.izmailovsky-park.ru";"(499) 530-16-62";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.808909665, 55.762308919], type=Point}";"";
"2721762905";"Парк культуры и отдыха «Сокольники»";"Площадка детская игровая в парке №11";"Восточный административный округ";"район Сокольники";"улица Сокольнический Вал, дом 1, строение 1";"spravka.sokolniki@culture.mos.ru";"parksokolniki.mos.ru";"(499) 268-54-30";"";"nested data";"";"нет";"";"да";"Парк культуры и отдыха Сокольники бесплатно";"да";"да";"да";"да";"да";"нет";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.6791414, 55.797936915], type=Point}";"";
"2721762906";"Парк культуры и отдыха «Сокольники»";"Площадка детская игровая в парке №14";"Северо-Восточный административный округ";"район Ростокино";"улица Сокольнический Вал, дом 1, строение 1";"spravka.sokolniki@culture.mos.ru";"parksokolniki.mos.ru";"(499) 268-54-30";"";"nested data";"";"нет";"";"да";"Парк культуры и отдыха Сокольники бесплатно";"да";"да";"да";"да";"да";"нет";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.655559831, 55.830200801], type=Point}";"";
"2721762907";"Парк культуры и отдыха «Сокольники»";"Площадка детская игровая в парке №3";"Восточный административный округ";"район Сокольники";"улица Сокольнический Вал, дом 1, строение 1";"spravka.sokolniki@culture.mos.ru";"parksokolniki.mos.ru";"(499) 268-54-30";"";"nested data";"";"нет";"";"да";"Парк культуры и отдыха Сокольники бесплатно";"да";"да";"да";"да";"да";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"газонное покрытие (натуральное)";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.666241835, 55.794411918], type=Point}";"";
"2721763089";"Музей-заповедник «Царицыно»";"Площадка детская игровая в парке №5";"Южный административный округ";"район Орехово-Борисово Северное";"Дольская улица, дом 1";"gmz@tsaritsyno.net";"tsaritsyno-museum.ru";"(495) 322-44-33";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"да";"да";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.692355019, 55.61618165], type=Point}";"";
"2721763134";"Музей-заповедник «Царицыно»";"Площадка детская игровая в парке №1";"Южный административный округ";"район Бирюлёво Восточное";"Дольская улица, дом 1";"gmz@tsaritsyno.net";"tsaritsyno-museum.ru";"(495) 322-44-33";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"да";"да";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.677198635, 55.613309075], type=Point}";"";
"2721763157";"Музей-заповедник «Царицыно»";"Площадка детская игровая в парке №2";"Южный административный округ";"район Бирюлёво Восточное";"Дольская улица, дом 1";"gmz@tsaritsyno.net";"tsaritsyno-museum.ru";"(495) 322-44-33";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"да";"да";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.677673796, 55.608682257], type=Point}";"";
"2721763539";"Парк «Долина реки Чермянки от проезда Дежнева до улицы Мусоргского»";"Площадка детская игровая в парке №4";"Северо-Восточный административный округ";"район Отрадное";"Юрловский проезд, дом 8, строение 1";"4762259@mail.ru";"park-yauza.info";"(499) 476-22-59";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.628223483, 55.865900002], type=Point}";"";
"2721763763";"Парк культуры и отдыха «Красная Пресня»";"Площадка детская игровая в парке №1";"Центральный административный округ";"Пресненский район";"Мантулинская улица, дом 5, строение 2";"info_pkp@culture.mos.ru";"p-kp.ru";"(499) 256-13-02";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение лампами накаливания";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.549921201, 55.754910661], type=Point}";"";
"2721763830";"Зона отдыха «Борисовские пруды»";"Площадка детская игровая в парке №1";"Южный административный округ";"район Москворечье-Сабурово";"улица Борисовские Пруды, дом 1, строение 23";"info@park-kuzminki.ru";"park-kuzminki.ru";"(499) 175-33-69";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.705593234, 55.632641507], type=Point}";"";
"2721763840";"Парк «Борисовские пруды»";"Площадка детская игровая в парке №10";"Южный административный округ";"район Орехово-Борисово Северное";"улица Маршала Захарова, дом 6, корпус 1";"info@park-kuzminki.ru";"www.park-kuzminki.ru";"(499) 175-33-69";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.704521101, 55.627222288], type=Point}";"";
"2721763845";"Парк «Борисовские пруды»";"Площадка детская игровая в парке №1";"Южный административный округ";"район Орехово-Борисово Северное";"улица Маршала Захарова, дом 6, корпус 1";"info@park-kuzminki.ru";"www.park-kuzminki.ru";"(499) 175-33-69";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.694683405, 55.623052941], type=Point}";"";
"2721763913";"Усадьба «Воронцово»";"Площадка детская игровая в парке №1";"Юго-Западный административный округ";"Обручевский район";"Воронцовский парк, дом 3";"usadbavorontsovo@culture.mos.ru";"www.usadba-vorontsovo.ru";"(495) 936-00-92";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"освещение лампами накаливания";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.534145491, 55.667260457], type=Point}";"";
"2721763992";"Парк «Дубки»";"Детская игровая площадка № 3";"Северный административный округ";"Тимирязевский район";"улица Дубки, дом 6";"parkdubki@culture.mos.ru";"www.park-dubki.ru";"(910) 458-53-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.566154548, 55.821871558], type=Point}";"";
"2721764119";"Парк «50-летия Октября»";"Детская игровая площадка №6";"Западный административный округ";"район Проспект Вернадского";"улица Удальцова, дом 22, корпус 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.50455535, 55.684347766], type=Point}";"";
"2721764143";"Парк «50-летия Октября»";"Детская игровая площадка №8";"Западный административный округ";"район Проспект Вернадского";"улица Удальцова, дом 22, корпус 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.507862728, 55.683229845], type=Point}";"";
"2721764232";"Рекреационная зона отдыха «Терлецкая Дубрава»";"Детская игровая площадка № 1";"Восточный административный округ";"район Ивановское";"Свободный проспект, дом 2А";"parkperovskiy@culture.mos.ru";"www.perovskiy-park.ru";"(495) 309-53-42";"";"nested data";"";"нет";"";"да";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.819013026, 55.766300712], type=Point}";"";
"2721764281";"Парк «Ангарские пруды»";"Площадка детская игровая в парке №3";"Северный административный округ";"Дмитровский район";"Ангарская улица, дом 53, корпус 1";"parklianozovskiy@culture.mos.ru";"liapark.ru/park-angarskie-prudy";"(499) 908-35-00";"";"nested data";"";"нет";"";"да";"заточка коньков";"да";"да";"да";"да";"нет";"да";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.52799031, 55.876196546], type=Point}";"";
"2721764299";"Парк «Ангарские пруды»";"Площадка детская игровая в парке №5";"Северный административный округ";"Дмитровский район";"Ангарская улица, дом 53, корпус 1";"parklianozovskiy@culture.mos.ru";"liapark.ru/park-angarskie-prudy";"(499) 908-35-00";"";"nested data";"";"нет";"";"да";"заточка коньков";"да";"да";"да";"да";"нет";"да";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.530263677, 55.878053975], type=Point}";"";
"2721764348";"Парк «Северное Тушино»";"Площадка детская игровая в парке №4";"Северо-Западный административный округ";"район Северное Тушино";"улица Свободы, дом 52";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.451101223, 55.861686657], type=Point}";"";
"2721764364";"Парк «Северное Тушино»";"Площадка детская игровая в парке №6";"Северо-Западный административный округ";"район Северное Тушино";"улица Свободы, дом 52";"info@mosparks.ru";"mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.453911924, 55.855184646], type=Point}";"";
"2721764421";"Ландшафтный парк «Митино»";"Площадка детская игровая в парке №2";"Северо-Западный административный округ";"район Митино";"улица Барышиха, дом 8";"info@bapark.ru";"bapark.ru";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.358339299, 55.831703382], type=Point}";"";
"2721764430";"Ландшафтный парк «Митино»";"Площадка детская игровая в парке №4";"Северо-Западный административный округ";"район Митино";"улица Барышиха, дом 8";"info@bapark.ru";"bapark.ru";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.359320988, 55.837819761], type=Point}";"";
"2721764471";"Парк «Джамгаровский»";"Детская игровая площадка №3";"Северо-Восточный административный округ";"Лосиноостровский район";"Стартовая улица, дом 10";"parkbabushkinskiy@culture.mos.ru";"dzhamgar.bapark.ru/";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.697488362, 55.889227752], type=Point}";"";
"2721764506";"Сквер по Олонецкому проезду";"Площадка детская игровая в парке №2";"Северо-Восточный административный округ";"район Южное Медведково";"Олонецкий проезд, дом 20";"info@bapark.ru";"bapark.ru";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.656013481, 55.874357215], type=Point}";"";
"2721764515";"Сквер по Олонецкому проезду";"Площадка детская игровая в парке №7";"Северо-Восточный административный округ";"Бабушкинский район";"Олонецкий проезд, дом 20";"info@bapark.ru";"bapark.ru";"(499) 184-34-22";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.662687319, 55.877729117], type=Point}";"";
"2721764646";"Парк культуры и отдыха «Кузьминки»";"Площадка детская игровая в парке №6, «Площадка детская игровая в парке»";"Юго-Восточный административный округ";"район Кузьминки";"Кузьминский парк, дом 1, строение 2";"parkkuzminki@culture.mos.ru";"www.park-kuzminki.ru";"(495) 175-33-69";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.78242715, 55.691473344], type=Point}";"";
"2721764758";"Лесопарк «Кусково»";"Детская игровая площадка «В зарослях кувшинки»";"Восточный административный округ";"район Вешняки";"улица Юности, дом 2, строение 1";"usadbakuskovo@culture.mos.ru";"kuskovo.ru";"(495) 370-01-50";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.800848179, 55.727550247], type=Point}";"";
"2721764772";"Лесопарк «Кусково»";"Детская игровая площадка «Сад Жар-птицы»";"Восточный административный округ";"район Вешняки";"улица Юности, дом 2, строение 1";"usadbakuskovo@culture.mos.ru";"kuskovo.ru";"(495) 370-01-50";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.802857776, 55.731085602], type=Point}";"";
"2721764784";"Лесопарк «Кусково»";"Детская игровая площадка «Избушка Бабы-Яги»";"Восточный административный округ";"район Вешняки";"улица Юности, дом 2, строение 1";"usadbakuskovo@culture.mos.ru";"kuskovo.ru";"(495) 370-01-50";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.798016358, 55.736961638], type=Point}";"";
"2721764818";"Природно-исторический парк «Косинский»";"Детская игровая площадка №4";"Восточный административный округ";"район Косино-Ухтомский";"Лухмановская улица, дом 27";"gbu.ad.vao@mail.ru";"gbuador.ru";"(495) 223-31-77";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.883735822, 55.71863768], type=Point}";"";
